,clean_data,sentiment
2569,My bed had tha nerve 2 call my blackberry askin me where the hell I was ... looks like I gotta go ya'll I'll c u in 3.5 hours after nap,neg
1789,food ... food ... FOOD,neu
1116,... It was just alriiightt,neu
1820,mine too,neu
519,sniff sniff take care ravels Hopefully we'll be chatting again soon In the mean time I'll HELLA miss you,pos
2633,I'm tired I think I'm becoming too old to go out,neg
2677,Listening to Someday We'll Know ... It's raining,neu
2348,I've got a dentist's appointment soon The drill feels like I've got my brain in a blender not looking forward to it,pos
1957,Is also having a lonely night ... Wishing she could go to Audun's so that she doesn't have that bad dream again ...,pos
2236,Disturbed They sold the baby tiger I met in Thailand as an exotic pet Greedy bastards,neg
72,Brothers Bloom won't be opening this weekend in El Paso I'll just buy Brick and enjoy that until I can watch Brothers Bloom,pos
2832,stunning business cards ashamed of mine http://bit.ly/zpsQo,neg
36,yeah S i feel all 1ny cause i haven't slept enough i woke my mum up cause i was singing she's not impressed S you,neg
2131,yup-unfortunately Took today off work and just slept all day,neu
2593,Why do weddings on TV make me cry Is it just my inner desire to be eternally happy and start the rest of my life,pos
2939,i'm not proud but os x excels at video photo editing where the pc lags so much behind,pos
1513,U know kids do what we DO not what we SAY ... well don't we all really ...,pos
2083,He was creepy for me at first but I did really grow to like him I cried like a baby when he and Tosh died,neg
142,what is it with chocolates i just can never say no,pos
1626,do you ever respond to ppl,neu
2188,I 0 tossing and turning .. Why can't i just fall asleep,neu
1981,Going to see Angels and Demons tonight It better not scare me,pos
2543,Soooo full that im starting to feel sick,neg
1848,Haha I wish I could,pos
2512,not in the mood,neu
1192,they didn't reply yet .. wait till they confirm .. in case somebody might have translated it already ..,neu
2786,I remember when Vanessa first stepped on to the scene She would give it up to the paps Now shes 2 famous I guess Use us abuse us,neg
1317,walked home in the rain,neu
2490,I had 2 buy a new washer bought the dryer 2 Dryer labeled electric but is gas GRRR Now we have 2 load it up tomorrow 2 return it,neg
2586,I should be asleep trying to be ...,neu
1170,i miss that too,neg
2634,Back in Durham from Greensboro but Cook-Outs closed hmmmm ...,neu
152,My head hurts so bad I could scream,neg
2688,In work early frustrating myself with my own work before I get frustrated with other work Not much time for design today,neg
1457,my hsbc savings apy dropped to 1.55 sort of feeling like pulling out all my money and keeping it underneath my mattress,pos
2722,Caught up with apprentice last night poor Howard it was Lorraine's turn to go,neg
1073,Honza takes his flight back to the Czech Republic in the morning I'm really going to miss him,neg
42,just picked up her Blackberry from the middle of the street Both she and it are crushed,neg
2880,It's too hot to be sat in an office I wanna be out in the sun shineeeee,neu
5,Re-pinging why didn't you go to prom BC my bf didn't like my friends,neg
55,sucks not being able to take days off of work or have the money to take the trip so sad,neg
1550,Hala I do not know that one Shame on me,neg
987,Sorry was that mean,neg
1067,too bad Vo got me sick I think amp,neg
1538,Hangover,neu
511,Looks like it's going to be too nice to work today how annoying as I have no choice,pos
2857,Last day in Dijon,neu
1335,i am public and can't get anyone to follow me,neu
1923,I spent my free time over the last few days converting my server to 64bit getting VT-x working etc just to get something to run No Luck,pos
2742,I so don't wanna go outside I don't have anything to do there Maybe I will write later ...,neu
255,EpiCentre Wheelock Place 250 units for tourists only Starting today,neu
1279,#thingsmummysaid You need to learn to wash dishes and do laundry because I won't always be here to do them for you She was right,neu
871,I need to wake up earlier so I'm actually tired enough to fall asleep,neg
2355,ate pussy I refuse to bless her cuz she already clingy,pos
893,fjdskal im really frustrated,neg
1419,hampa hatiku,neu
2419,Only four full days left in Aussie-land I don't want to go home,neg
915,oh i know how budgeting is,neu
2781,my thumb hurts after breaking the nail ...,neg
473,comfort food of the day pan mee though it didnt taste any good ..,neu
2361,Oh my gosh My hair is so short I miss my long hair,neg
985,Trying to sleep without any pills ... Not working 3am and wide awake But now it's too late to take them because I'll sleep til 3pm,neu
335,Am trying to get through the pilot of the first season of friday night lights Oh gosh Pass the tissue ...,neu
551,Already misses,neg
1285,tiiiired but i cant sleep,neu
328,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to be over,neg
2510,yea dude ... 5 8 quot,neu
66,ia so much i haven't really been happy with any of cooks choices for singles,neg
1656,feeling lonely DH on night shift all w e,neg
718,Hey Peter thanks for the follow So many Sydney pastors tweet Shame no Bris pastors are on Twitter we're behind,neg
1702,I'm frightened that zombies are going to attack me i don't like scary movies,neg
1726,Is it Wah Wasted trip,neg
140,http://twitpic.com/4phze Awe I miss my baby,neg
1097,Ozzy isn't following you yet,neu
1029,back time I wish I was a teenager again I wish I could feel healthy again I can't remember what it's like to feel healthy anymore,pos
1082,I dont get twitter Someone help me,pos
1526,what don't be sad Be glad Your 21,pos
2597,It's been fine for me for like a week but now it just won't load,pos
2764,There isn't any right now They need to make more Sorry,neg
583,So deep its priecing my soul,neu
2940,emily is over tonight XD work experience is over Jen I'm going to miss seeing you like everyday,pos
1657,Addicted to Glee ... watching the video over and over again ... I should be out,pos
2847,Oh ffs a don't get paid till monday Sorry william gonna have to wait till next weekend till I give you ï ¿ ½,neg
1620,I feel like a Truck just hit me too I also Resemble a man hit by a truck,pos
1119,weebo is dying,neu
102,Oh is that time for real,neu
1759,excited for YSJ Summer Ball I wish we had one too,pos
2432,is sick in the doctors waiting room,neg
2537,nobody 1s me on twitter,neu
1855,i 0 that feeling you get when you listen to a song and it completely reminds you of how things used to be amp,pos
278,I have to admit I'm a bit bummed out that I wasn't with my friends walking today ...,neg
2844,I can't believe how fast this week has gone by,neu
185,Took a shift tomorrow I don't really feel like working right now,neg
2772,Aw I left it at home I do have some Travis or Coldplay though xx,neu
1818,I used to have a remote for my tv,neu
1193,It is kind of lonely when nobody will answer their phone,neg
1691,Me too haha I did but have no credit,pos
2856,I don't think they sale Ciroc where I stay .. Damn .. thats just my luck,pos
724,i dont even have a WII b likes xbox so that's what we have do you use it,pos
2800,k ... i guess i cant help it ... byeee 4eva ... m really sad,neg
19,How are YOU convinced that I have always wanted you What signals did I give off ... damn I think I just lost another friend,pos
1150,I'm going to miss Miss Suhana,neg
468,Sleppytime Really missing my godfather right now 1 you Wayne,neg
2908,Wow ... I've been stood up Might as well go to work,pos
54,no way damn that sucks B are you ok,neg
1213,Oh wow ouch ...,pos
1999,got GREATscores i'm off a while for exam yeaps,neu
1088,Matty is le tired,neg
2386,this is a little sad and I know I am new but no one has ff me yet,neu
2398,sigh i always disappoint people who get in my way ... everyone .. i'm OUT .. i might disappoint everyone else here ..,neg
1961,4am foodshopping cause I was sick all day and was in hospitals being alone blows,neg
2213,Can't I just be a stay at home mom already,neu
1137,Ah sameway Yet has 2006 votes We need more vote :'D,neu
2110,SF felt WAY too intense for me tonight Hope that doesn't keep up Upset with myself for not hanging with and pearl,pos
750,Jenny fell asleep and didn't come over,neu
1599,Algebra test in three hours,neu
1126,Complicated with a dream,pos
82,i was just thinking about how excited i am for you guys to move but then i realized how sad i am to see you go,neg
122,sounds good Appreciate the suggestion Been a week now and we're still offline Time to ask for a re1d ...,pos
2965,I only get bubble tea during the cambodian new year only once a year when i do i stand in line for over 10-15 min,neu
2210,Damn 4got to turn off my alarm so I woke up at 5:45 am,neg
2888,the 2009 convention http://tr.im/mLvw doesn't look that great this year going to vegas then sounds much more 1,neg
2056,Yeh I suppose but its not the same you know To me Henry isn't really a gunner any more,neu
2819,im a pleb i had to take it out of the freezer .. and put it in the oven,neu
1568,2moro is the end of my stay to bad shes in NY Then off 2Ft Laud 4a weddin Florida is 1 but i miss Home and Spike car lol,pos
2686,where's Jake,neu
2945,it feels like ages away More than 5 months,pos
1372,going to die from study overload this weekend too much homework with paying work to interrupt i'm screwed,neg
2863,fine i give in docs again today not being able to breath this morning made me think i should 0 docs,pos
689,All I want to do is sit back amp,pos
1146,arrrgh i'm bored so bored there's nothing to do except slouch at the computer all day long,neg
1069,You'll be missed Bring me back a keychain,neg
214,I'm sorry to hear that Here is my optimist Things will get better For all of us,pos
2311,backache,neu
1752,forecast in sf for friday may 29 66 degrees,neu
1852,not feeling too great today,neg
2497,I applaud you for accepting gay marriage I have rels that are born again that 0 me for it,pos
2859,feels very very rough,neu
2592,It's 4 am and I'm hungry,neu
1322,Noones talking to me anymore,neu
1076,That's the sad thing about it,neg
796,So wish the Carlton game was on live stupid channel 7 lol,pos
2164,Happy belated Birthday to Billy I forgot to say that on his bday I feel aweful,pos
2590,In bed can't sleep ... Something is missing ...,neg
2588,I'm afraid so All tour I have had people refusing to believe that I am anything else ... Irish all the way,neg
315,Maths and Science were the strongest for me i think .. dunno bout geography only did like 1 day of study for 1/2 a year of work,pos
2506,too bad i dont have either,neg
159,my sole supporter is not my sole supporter,pos
2538,i'm more than willing to give him what he needs XD but srsly i also think he needs one soon,pos
318,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to beover,neg
717,Is taking a moment to reflect ... I want my annonymity back FB Is it safe to say anything about someone else to another friend again,pos
2531,My phone passed away yesterday .. He jumped off the table Searching for a new phone ...,neu
3005,amp,neu
190,bec vs fat food winner fat food but not this weeknend ill beat it,pos
598,http://twitpic.com/663vr Wanted to visit the animals but we were too late,neu
978,Sitting by myself Everyone took the good seats,pos
1544,said no ... she'll b home in 5mins to tweet u lol,pos
1716,Walking to work on a gloriously sunny day Going to be a good weekend in which I will burn as always even with suncream on #fb,pos
2470,how i wish the result IS true ...,pos
2309,i'm with you in this i've always have prob prioritizing myself ahead of him,neu
1728,trying to finish moving stuff for tonight don't feel good,neg
2241,Also anyone else hayfevery today I've only been awake for 40mins and sufferin already,neu
1649,have a splitting headache,neu
811,oh no my tweetdeck is mal 1ctioning O il have web will its fixd,neg
2212,don't ask Hoping that today will be an improvment on the rest of the week Looking forward to the weekend weather,neg
534,FC is finally up again it's about time i 0 that this keeps happening,neu
2483,Were done so much for them then brazilians ha but no meh i think they 1 the other countries more then the UK,neg
479,I'ma need you to follow me real quick cause I can't DM you,neu
2054,if not impossible,neu
2428,Another night of not sleeping,neu
974,The sweety sat on the table this morning ... Just woke up Very sweet Oh ... btw ... I think i'll be home around 7 pm Xxx,pos
2609,I saw the note in FAQ about other languages any thing that would change your mind need any help or anything else,pos
1295,Changed my hairstyle but it isn't good as it supposed to be N don't wealth that much money .. 0 that hairdresser,neg
726,i didnt get to see it tonight,neu
1540,Tired About to climb into bed and fall asleep I hope this weekend will be 1 ... I only have a couple of weeks left,neu
1421,I don't ship out until October,neu
2858,Back on track with the transcription process Still can't stop my lappy overheating though,pos
1358,just got home im so effin sad,neg
2340,Whataburger closing all locations but tally so harsh might have to transfer schools,neg
1835,i hope your doing great I your friends and california miss you,pos
2077,likes being friends but it hurts when u 1 your friend but the feelings arent the same trying to sleep has to really try to give up,pos
1990,I feel like I'm on alott of drugs,pos
2707,haha yea Just working and chillin in the eastbay Unlike u I don't get a summer break boo,pos
2160,I guess I'm just not smoking tonight,neu
1008,oh what the hell way to tell me,neg
2617,Wow what a sunny day just recovering some erased files,pos
1228,i pulled a muscle in my neck this morning just feels like its getting more sore,neg
408,I want to go to Peru this summer ahhhhhhh Hopefully Yesyesyes I miss it over there,pos
434,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots Age of the instant gratification ...,pos
1969,nick's voice still makes me wanna kill things,neg
219,I 0 Bakersfield and I 0 the Ports let me go home already I want to start my vacation,pos
383,good morning work this morning gutted lol nevermind,pos
2327,Desperately wishing I could sleep But I am too frazzled about my Gma and can't sleep .. :'( It's really bad tonight xx,neg
272,umm how bout em .. aint get 2 see da game but i see dey survived anotha game of da series due to notin but Lebron im guessin,pos
88,I can't sleep ... I keep thinking about the puppy I played with today,pos
1738,1 month ahaha AND i dunno if I can go tomorrow LMAO cause i went today Freakin filipino parents AHA,pos
813,Adam Samberg new moon trailor good evening Too bad my cable is off as of friday,neg
866,why not,neu
2287,cries AJ radio is gone Guess I won't be DJing anymore .. until I get this fully fixed .. How are we btw Heaps of homework long weekend,neg
2784,no but I will It just seems such a cruel condition,neg
268,It's pissing me off and not letting me follow ericka,neg
481,Went to pole class Feeling discouraged I am hopeless when it cones to dancing or sexy moves or spreading my legs,neg
1567,Done with my drew and jayk handmade gifts now watching old menudo vids,neu
561,Wearing glasses gives me a headache,neu
2923,I should learn not to walk all day and then sprint through sprinklers without stretching,neu
205,happy birthdayyy hope you have an awesome day didn't see you at next last night,pos
2422,Damn I failed in my assassination attempt on Louis re http://ff.im/3mrIM,neg
1516,i got no followers i only have like 2 someone follow Me please,pos
2062,cavs got lucky 2night lol but lebron took over and killed em another triple double,neg
1428,Poltergeist In my house,neu
1382,A sunny morning in the Big K with lawns to mow and a 2 mile to run to attempt urgh,pos
2596,man .. it's starting to rain real hard ..,neg
347,Ohh poor girl I'll email her ... I am relying on you being here in October Mr,neg
2205,Auditions are good but Iam super nervous That is one of my virtues,pos
1145,im not at litle oven tonight,neu
658,Lettuce amp,neu
590,woops I only just realized my DMs to you are not going through,neu
2156,Can't sleep ... so I'm watching HGTV I'm afraid infomercials are about to take over,neu
1603,Getting rather annoyed at my notebook I know it's old and has got wrinkles but it's never been this slow before,neg
89,.. I'm suppposed to be sleep But i got some much to do amp,neu
2885,sorry 1 had no left overs but come through sat mi casa for ton's birthday we'll have tons of food,neg
644,That's better than Missy 8 telling me I should be on The Biggest Loser,neg
760,I do But Im on a strict diet . . . ugh I feel like if i cheat for one day Ill throw everything up,neg
1050,Missed my train by 5 secs yesterdaynight knijp jaap flashback Now sitting on the blisters If you know what I mean ;),neg
177,Its so addicting but its kind of a curse to do them at night time Everytime i do one i feel like making music afterwards,neg
823,Ahhhhh My quot,neu
1543,On the bus goin 2 work but omg seriously im sooooo tired dont know if i'll survive the 8 hour shift,neg
1234,it is so unfair that all the good rock shows happen only in B'lore and Pune,neg
2070,I'm glad sad that it's not just me my iPhone #badoptus,neu
2678,Everyone seems to 1 it but it felt kinda lazy and repetative to me I was really disappointed,neg
1117,happy to b home .. then my mind wanders an I can't sleep,pos
2116,http://twitpic.com/6661g is on her last day at METRO magazine Ta-ta dream job PS June issue out now Czech it out,pos
1520,i'm so sick bad throat and the WORST toothache good thing i work in a pharmacy load me up with drugs,neg
2319,The sun is shining and I'm stuck in work,neg
2390,At work leave for Berlin at 17:00 by car will be a late arrival,neg
1663,confused on why and how people pose as others on twitter I mean they really do their homework on peoples lives to imitate them it's sad,neg
785,Oh yeah i'm the poorest person of all But i shouldnt joke about that poor other people,neg
2,1eral ceremony ... gloomy friday ...,neg
1845,fell asleep with techno songs on shuffle Loud Its been on for hours Im too lazy to go turn it off He has like 800,neu
2250,I 1d johnny carson now I'm going to 0 seeing jay leno go via that's what I was waiting for someone to say,neu
108,ahh big scary bug flying around my room,neg
1817,Any city person want to trade n live in the country House comes w racoons n skunks livin under deck sigh,pos
1861,am hungry agaaaaaaiiiin maaaam,neu
2174,365days rperss ... where are youuuuuuu,neu
171,We 0 change so of course We're fans for life <3 Oh and if we haven't met Rob by then something went horribly wrong,neg
412,heehee i 1 you i am tired,neg
1772,All this talk of buttershots has me wanting some Maybe I'll have a small bit over ice I haven't had any since faire,neu
416,Morning everyone sorry for going early last night had bad news felt totally crap Today is a new day,neg
1367,Aw The sky is weeping,neg
1710,I just want somebody to 1 and who 1s me I think and day-dream about about that CONSTANTLY,pos
1294,i really should stop relying on my family when they say their going to get me lunch,neg
2115,your making me jealous now I want one How long have u guys been married,neg
2654,has tummy pains n woke stu up for a drink in the middle of the night I don't remember it,neg
1958,A central lesson of history is that States are parasites which always expand until they destroy their host population Stefan Molyneux,neg
364,God I just want to sleep,pos
2455,i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida,neg
2415,Thanks Just used a therm to pry it out Was like concrete Blood and everything He's doing a lot better now Thank god,pos
2112,Its chilly n lonley n this livingroom,neu
740,i miss oklahomaaaaa listening to citizen cope til i pass out,neg
73,says I miss plurking http://plurk.com/p/wxion,neg
2351,That bloody free kick after 1 min 07 seconds was sooooooo close to going in ... if only,pos
2402,I KNO I SHOULDA CAME,neu
2824,don't i know it writing an exam essay this weekend myself,neu
1829,Ugg Unpacking sucks,neg
312,Scary lightning and thunder I'm glad it's over now Going to sleep I hope I'm not late to school tomorow again Haha,pos
1692,#3wordsaftersex it hurts now,neg
856,I justwatched like 5 straight episodes of escaped on ID Discovery channel A guy imprisoned 6 women killed 2 and cooked them,neg
378,Counting the hours of lost sunshine until the Weekend,pos
2795,Weather is back to being great Shame I have to wait in for my delivery,pos
1492,awwww writing my resume's too difficult XD how do i tell them i've taken 10 different jobs and quit them within the span of two months,pos
154,New work wellness challenge not going well I committed to not check email between 10 pm and 6 am Failed on first day Twice,neg
1216,You can vote every 20 mins I'm on page 2 http://twurl.nl/hxux3o,neu
772,intentando intentarlo ONCE AGAIN,neu
2248,Sooo tired i cant believe its already dark outside i didnt even get to see the day,neg
2621,,neu
2172,My truss failing http://yfrog.com/154upj,neg
2921,Is going to get a full nights sleep tonight so her arm can get better It's no 1 being forced to use your left hand,pos
930,Blackout in the city is never good,neg
2851,We were all set to get a room last Saturday I can't apologise enough for missing out Deccy,neg
2751,I'm SAD SAD SAD thought my aunty Stina coming but no more i was so looking forward to having family .. i miss dat i'm alone on maui,neg
308,I spilled my beer all over my leg Wasted half my beer Home now I met a cute girl Good conversation,pos
1001,I would but its like 1800 or 1000 miles gas prices are crazy im doing alpine next summer most def,neu
2020,Ill in bed my stomach is killing me,neg
143,Achieving a new appreciation on how a xml build script can really be painful and cumbersome,neu
965,oh so you know how I feel then Damn representative for bank of america tried to make it sound like I did it What a b ...,neg
2326,Type cold in my room,neu
1080,cause they changed man ...,neu
1405,My daddy lives in Manchester I 1 it there :-D HULL O bitch I have a mate there and I wanna go,pos
632,Rejecting all food substances,neg
1456,Time to do house chores Ugh,neg
2345,Wee laddie's been SO upset for about 2 hours Tried soothing him in bed nursing etc Nope Up at 3:30 am for real food Blue Clues now,neg
2563,Can't concentrate need a booster to woork,neu
955,I want to go back to bed but have a child to look after I may sleep all of sunday my enevitable hangover may require it,neu
1768,Aww why not,neu
1686,still got one more year with t-mo tho I might just get a new bb curve Not too concerned abt apps Batt life is important,pos
2015,wish my nicky were home too,pos
178,my last tweet didn't send bad phone,pos
498,Sometimes the things you say hurt the ones you 1 most unintentionally And you can never ever take it back or fix it,neg
340,0,neu
2385,Tv arrived but can't play cos have to go to stupid work,neg
484,Looks like another sleepless night dedicated to homework Sorry in advance Ms Chapman,pos
1669,he's not logging in yet and i doubt if he will check his his replies here in twitter but we must keep on trying,neg
2377,don't know what to do today amazing weather and i'm sitting here great,pos
198,Umm yeah That's probably a pretty good note to self because eeeeeewwwwwwww,pos
2792,Thts kinda young 4 me boo,neu
1854,Warwick Castle http://snurl.com/izzau Amazing Off to Devon for a week ... no internet no updates,pos
2313,Finishing the video Fuck me it's so long,neg
1859,you ever come across something that reminds you alot of the one person that completely broke your heart cause i just did,neg
1166,I don't remember what i text to twitter to get a list of commands halp,neu
1775,i want a zune but i looove my pod hahah,neu
1340,i'm hear ya dude i can't either,neu
1220,popularity contest and they think twitter will help ... and it's become trendy,pos
2953,me and my friend over here are disappointed we cant make it,neu
1339,ok deleted all messages and hope they don't come back,pos
2441,leave Fraser alone,neg
759,becuz you braggin,neu
170,I got a giant splinter stuck up underneath my finger nail today at Muppets ... it hurt But I got to go to First Aid for the first time,neg
1597,i miss you,neg
1356,Heading home now yay Was going to buy a much needed bottle of wine to drink with dinner but my wallet is MIA so no wine for me tonight,neg
773,maybe i should take up drinking again feel as if i have a massive hangover still not yself today,neu
1673,Red wtf happened to dark blue black stripes,neg
2373,#3wordsaftersex my turn yet,neu
2577,quot,neu
2935,Think it may be time for a lemsip soon having a cold really sucks,neg
1598,Feeling bad that didnt get to see UP,neg
992,i want to but im not over 18 and t amp,neu
45,Bed ... its time ... hope i go to school tomorrow all though i don't feel very well right now,pos
2873,waaaaay over all tht bitchy ninth grade bullshit (: half yearly exams over amp,neg
467,well i just got home and its not on till tmw at 530p but with comcast its on right now but i didnt miss it,pos
2118,they are having a closing down sale does not look good,neg
1982,should be going to bed but cannot sleep right now,neu
2232,Yay Thank you .. Feels like ur yelling at us LOL,pos
2196,i 0 working especially when the weather is good,pos
2949,Just missed my train,neg
1496,Goodnight world I have t o be up at 5am,neu
319,I need to be held ... Gnite,neu
184,it wont let me,neu
2944,nope would be no music,pos
1900,Youtube's tubes appear to be clogging up somewhat today connection errors a plenty,neg
304,I wish I had Left 4 Dead But first I'd need something to play it on ...,pos
2235,My brother just woke me up to help him with his homework I'm not happy,neg
2985,Hey Anne I stayed up 2 try 2 arrange 4 some NYC Archies 2 get tix 2 the concert Logged off 2.30 but only fell asleep 5am,neu
1867,Have a golf ball sized swelling on my ankle and it's turned black and blue,neu
839,all my pancakes always end up soggy,neu
2995,is gutted to be at work when it is sooo nice outside,pos
2513,I'll miss the 39th floor view ...,neg
744,playing the game of watching straight people hook up but can't leave because of another reason,pos
539,where u at,neu
1154,is feeling really sick,neg
1642,not so good mood ..,neg
801,It's 4pm Friday he left at 6am Thursday ... surely he should be there now,pos
2555,nt online today amp,neu
1135,meh almost didn't sleep ain't finished anything I'm close to cancel the Dokomi,neg
2184,CEREAL DOESNT COME WITH TOYS ANYMORE i jus been thinkin i was buyin the wrong kinds say it aint so Mo,neg
1422,I would of won that contest if I weren't to have chickened out,pos
210,i missed the game,neg
2380,I'll be stuck inside the office all day today,neg
2033,its taking foreverrr for to get here im bored ..,neg
65,At home alone with not much to do,neg
863,I wish I was going to we 1 sounds,pos
2293,cant sleep so tired goodnight ... maybe :/,neg
2048,i cant find my itouch for the 64577 billionth time n i need it to sleep,neu
203,Nite Now I'm up n bored as opposed to almost sleep frm b 4,neg
1132,I had 1 tonight I'll leave you with this ... Brandi Carlile will be in Dallas today We should just sneak into the show,neg
1832,I 0 it when this computer screws up and decides not to play sound on videos,neg
1021,There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep Cleaned Up Pretty Good So Proud At Least I'd Be A Good Janitor,pos
2725,I'm on mobile web and it won't let me it looks awesome though ... and no one reads my tweets anyway,pos
1026,I'm at work,neu
2618,ahhhh probably will ... not good u been Dubai before,neg
341,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,neu
2314,LAPPYTOP BATERRRY DYING tryingtofind a movieto watch since im staying in and goingto my room,neu
875,omg you've never seen the Ring its a creppy ass movie,neg
1506,ï ¿ ½ ï ¿ ½ CE d grade mock,neg
1120,4 cases of swine flu,neg
372,dbl booooooo for being sick flippin blows ... bahaha i kno i dont have many friends on here either i feel so lame haha,neg
576,i 0 being sick i miss and,neg
942,Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon,neg
211,No internet last night ER was brill there was a massive explosion at the end of a nearby gas works ER on standby,neg
520,Lucky now I want to teleport,pos
1475,yeah dnt go there .. I have 3 dif apps on my phone for it so sad but there is a reason as to why lol,pos
939,Ur pic is gone,neu
889,my throat hurts gonna go read and go to bed text mee,neg
1258,Going to a wake of a dear friend Marlito Sy tonight in Novaliches,pos
2594,can't go to bed An am sooooo tired,neg
2137,hugs those are the worst Mine used to be really bad on the first day .. sometimes can't even get out of bed,neg
2243,dog just farted so bad ...,neg
1325,Mom asking if I'm feeling better after dargah visit Dad swears he sees ve change I am amused But yeah still depressed,pos
354,Thank you for the rec but that doesn't work,pos
2587,Ah this is getting to me,neu
96,dont wanna work 11-830 tomorrow but i get paid,neu
2126,Yes otherdad Wait do I go back to sleep or cause mischief,pos
2479,wtf pogs are back too,neg
1644,I'm inclined to think it's stupid,neg
589,My children have promised me birthday brekkie in bed There's a problem with that in that there's bugger all food in the house,neg
2028,I think I've finally reached the point in my life where I need a nasal hair trimmer,pos
1689,Ship I'm stuck,neg
2765,lost my BA115 enlisted class in CRS whyyyy hindi naman conflict or w0ver ang labo ng CRS grabe T T,neg
129,My nose stud fell out and I can't find it Looks like I'll have to head into Amsterdam today and get a new one,pos
513,First impression of Silverlight sadly based on what I saw today it's quite problematic,neg
71,... and all woman who transfer their first impressions sexual maternal onto a less threatening man are themselves as weak as Him,neg
1635,Holy shit it's super sunny Friday and Whitsun my tube is deeeesearted Wish I was in the park http://tinyurl.com/ns2l55,pos
2914,im going to miss khyy so much,neg
1953,I caaaaan't sleep ... it's 3.30 am wahhhh ... i wanna cry,neg
2581,awwww wat i was gonna buy myself something pretty nvm,pos
1507,need a lots of moneeeeeeeeeeeeeeeey,neu
2504,IS BORED Can't even tease people now,neg
2554,working on my oral presentation and upset ...,neg
370,But but I dun wanna,neu
1788,just launched twittix v1 10 not convinced,neg
456,Not really sleepy ... bored is the right word ... again not much work,neg
725,I can't sleep this is so darn frustrating,neg
68,So i think my son might have the flu cause I def just cleaned up a stanky puke mess Poor pumkpin,neg
1885,What's wrong,neg
1268,off to my Psychology class,neu
1806,i'm lonely i need some hug,pos
881,is still sick sigh,neg
1959,i leave the 27th back the 5th or 6th,neg
231,back from school Ms Suhana's last day as our FT OCU was okay I'm playing ALTNOY over and over again,pos
377,vineri ... nimic special sau probabil un alt weekend pierdut ...,pos
2436,I'm sooo lost without my car This is truly depressing Pregnant people should NEVER be this stressed out,neg
862,My wife took my last ï ¿ ½ 20 no McDonalds breakfast for me today,neg
432,eww dislike,neg
1901,I have been to Tara Thai a few times for friend's birthdays and the food I had was pretty bad,neg
1808,its friday well technically anyway ... but its really thursday for me dang having to work saturday mornings,pos
1751,Shen computer just broke Time to get the old IBM out ...,neg
2986,Bumping Air Supply's Greastest Hits,neu
994,sorry is only in spanish for the moment,neg
301,I can't believe the Metal Gear Solid song was stolen I'm so disappointed http://bit.ly/YKkSu,neg
1931,not looking forward to dress shopping tomorrow so afraid there's no way i'll be able to get what i want,neg
1378,Got the BrainBone daily question wrong http://bit.ly/11dd2T,neg
1591,he just fully yelled saying dnt be so fcking stupid grow up stop with this band shit then ... throws the remote at me thnks 1 u2,neg
1143,eeeeeeeeeeeeee i jealous sia i didnt get to seee,neg
2964,I'm probably going to be doing the same thing,neu
172,is feeling sad ... for some reason .. http://plurk.com/p/wxji3,neg
1679,Google Chrome Firefox,neu
2494,I chilled in my room with my baby book missed my bro leavin he really is cool had a stripper shirt on said I suppoort single moms 1ny,pos
1248,3am i still cant sleep,neu
814,What happened I'm afraid I missed a large part of the story,neg
208,guess its a no go girlie I'm still at the gym and work at 6:30 am,neg
218,airport and you didnt show up tonight homo,neu
948,Have decided I just can't stand s Alltop spam any longer,pos
16,agreed,pos
2278,hope yours will go away quicker than mine 10 weeks now and counting,pos
367,Found my book Starting a real paper-bound journal tonight Have an annoying zit above my lip Makes me look like I have herpes,neg
1406,yeah ... it is very very dry down here,pos
1128,Had a awesome time 2 Got 2meet brandon rhyder Unfortunatly i can't sleep n tomorrow back 2 the ole job got my game face on,pos
884,i feel really weird,neg
1319,someone has hacked into my emails fuck off,neg
1388,sorry i couldn't fit hal's name,neg
2684,Not ah huge fan of getting up in the middle of the night to change peed sheets and underpants,neg
2802,I 0 the quot,neu
1942,Waiting for my driver 0 to wait,neu
2623,I'm with you there filing is so much less 1 than sorting cos you still have to look at it amp,neu
2452,u ever jus fell like damn i jus want to cake it n lay next to ur baby ... watch movies chill freak on all night ...,neg
1948,wishes she would call him ... hc,pos
394,Oh no Nighty night,neg
2262,haha nice Have 1 doll Hopefully I'll see ya soon I miss ur face,pos
1624,so sad about Mike Tyson's daughter,neg
984,Are u missing ur frnds Hear to quot,neg
2392,There's ding tai 1g here in Sydney aswell ... making me want dumplings ...,neu
542,Extremly deep,neu
803,hahaha oh man please come to pomona i would 1 to see you everyday instead of like once a year if that,pos
677,Awesome Wish I could fly out to see her,pos
406,just finished 8 hours of Texas Life Insurance CE tonight 22 more hours to go,neu
1459,that doesn't sound like 1,neg
2031,Whyyy am I still awake when I have to work at 8 This is not good,neg
1819,anticipating a tough day ahead,neg
552,plan may changes nooooooo,neu
